,ind002,ind003,ind005,ind006,ind011,ind012,ind017,ind024,ind027,ind028,ind030,ind032,ind033,ind036,ind037,ind039,ind040,ind041,ind042,ind043,ind044,ind048,ind050,ind053,ind056,ind058,ind062,ind065,ind066,ind067,ind068,ind069,ind080,ind084,ind085,ind093,ind094,ind095,ind096,ind097,ind098,ind099,ind100
GLMN,7.584757921,7.864580377,7.559356517,7.865425202,7.686175579,7.917856039,7.6997516,7.672552421,7.950090199,7.725149698,7.675429256,7.764122414,8.102685082,7.788736912,7.786135431,7.760119135,7.513083005,7.004695345,7.786674658,7.980702264,7.488457892,7.866470475,7.780580608,7.331791323,7.880374037,7.826139581,7.747712088,8.014559879,7.946861647,7.75698324,7.508360513,7.811803672,8.16531091,7.95157866,7.954207422,7.888570706,7.809002105,7.923263453,8.088333917,7.92150807,8.026533735,8.240156741,7.93533783
MICAL1,7.285016017,6.928226227,6.862534877,7.600442475,8.344235382,6.719934529,7.227341842,6.970551544,7.564956993,8.047178085,7.172680035,7.805823986,7.798321018,7.658514296,6.626913521,7.445931299,7.878886971,6.078804392,5.85046544,7.321029153,6.627775853,6.81687192,8.215553134,6.194651085,8.415238932,8.19111257,8.159515419,6.562212504,8.036339574,6.695663061,5.768020199,8.261117946,8.192367392,6.735212558,6.346458422,6.157740507,6.661996102,5.401593015,5.84545216,6.768407294,6.966305797,7.345510794,8.238933574
PAFAH1B1,10.22400522,9.72912273,9.770885092,9.925067282,9.941827949,10.02327778,9.680237958,9.659065683,9.763509247,9.798072339,9.730295279,9.657985644,9.591845053,9.867602188,9.606661554,9.849710011,9.902628708,10.16862558,10.07463393,10.20449034,10.27203163,9.800509892,10.01752676,10.27123715,9.885736658,9.912847395,9.914777822,10.03111405,9.920023719,9.988618086,10.44644223,9.952933733,9.784479154,9.828228035,9.816044548,9.979298715,9.954274413,9.886964802,9.770885092,9.465317927,9.770302341,9.67852665,9.98192163
PSEN2,7.439344721,7.568331636,7.646001373,7.282221262,7.390340851,7.412141131,7.525030792,7.365836651,7.337781138,7.093557938,7.310575423,7.398448758,7.466164398,7.584557687,7.445011147,7.219470016,6.950746852,7.381022672,6.994452118,7.376026369,7.19020581,7.019652748,7.469777971,7.119946324,7.143045573,7.113913212,7.317259479,7.349667931,7.308173971,7.388551591,6.710142371,6.818144362,7.222591563,6.908939812,7.460113416,6.760285371,7.353700742,6.975216671,7.050174398,7.22352578,7.47390395,7.187587138,7.276428269
CD164,6.801567671,7.065448798,7.440343496,7.944225274,7.276622696,7.046091402,8.553121019,8.09750872,8.508987518,8.417325973,6.97562866,7.399794953,7.689648164,7.824657346,7.397942777,8.246074131,6.690520007,6.084840015,5.585856876,6.175378149,5.810363105,6.910239676,7.125291125,6.654472659,8.000460455,7.607710455,6.670216586,7.018725561,6.367227408,6.647659386,7.032340964,6.795783056,9.28070165,8.027966574,8.868384702,6.929908828,7.418495514,7.648793141,7.340147723,8.707868278,7.168102401,7.912650968,7.631653173
NLGN4X,6.063424354,5.762168489,5.282384317,5.930739486,5.677355498,5.578374425,5.636287549,5.544716769,5.820044592,5.519685748,5.372568254,5.710136697,5.942103607,5.407291321,5.732147888,5.569864491,5.433252011,5.395181689,5.291527366,5.794408664,5.954817149,5.530050631,5.82082925,5.988730076,5.872356148,5.789732995,5.853598518,5.615500591,5.644723266,5.705664296,5.505184038,5.575479698,5.666417803,5.533689586,5.981392228,5.329205736,5.990870357,6.677114871,5.731648272,5.903752579,5.578251898,5.443311815,5.186378049
CC2D1A,6.663222464,6.362505355,6.508653828,6.300983079,6.59291701,6.251604012,6.930509732,6.49421127,6.329197366,6.572940092,6.544825697,6.667400874,6.414518236,6.665678342,6.439248899,6.64236106,6.877571298,6.962321121,7.33936862,6.52482064,7.190352122,6.932276616,7.035483915,6.709068058,7.249525951,6.733717461,6.588571461,6.978893709,6.499875048,6.724906938,7.591218278,7.044374724,7.102604025,7.090847494,7.165244706,7.522123119,6.662977713,6.855295771,6.686978434,6.754570776,6.119533233,6.326062031,6.819431989
TFCP2,7.19322511,7.415935773,7.572254727,7.508640326,7.039688716,7.876019743,7.039314769,7.105640618,7.551415298,7.794518402,7.082537845,7.432111981,7.054022818,7.618148098,7.612844533,7.58685558,7.418197938,7.536584024,7.154671319,7.402450527,7.509455302,6.446677028,7.527968171,7.704580179,7.225984193,7.381063823,7.257407153,7.129786601,7.480981521,7.422253293,7.468658123,7.055124059,7.555855394,7.627983789,7.072268484,5.99949429,7.603516106,6.142255298,7.087576824,6.716766073,7.14030176,6.71018155,7.801670049
SHMT1,7.34751853,7.28580189,8.017786317,8.34802024,8.429772519,8.492216643,7.841417031,8.09750872,7.829384131,8.747676578,8.121564358,8.397941026,8.316933999,7.90011854,8.185502641,8.220724889,8.316496016,7.793324566,8.124968724,8.47057962,8.036051642,8.147508933,8.253878175,7.697286003,8.937107293,8.146603057,8.24298237,7.95157866,8.965529181,8.149039629,8.07626235,8.705303503,9.399096659,8.288276409,8.491730233,8.155844778,7.262962383,8.430760577,8.391190689,8.691584625,8.291481051,8.610373002,9.118455308
HACE1,5.821889855,6.540116277,6.404346534,6.130418595,6.118996218,6.23268762,6.418364849,6.201324185,5.933155634,5.733848715,6.382157904,6.520592593,6.255171358,6.192343777,6.227510192,6.061617748,5.560249709,5.256822783,5.717438393,6.379242896,5.310122333,6.279711304,5.356153661,5.820825382,5.972812236,6.112509007,5.78336359,5.631322469,5.810727978,5.42759675,5.680128935,6.579997494,5.267015885,5.567964176,5.30168829,5.0985236,5.445642638,5.384445912,6.138690155,5.40925506,5.825178952,6.304746552,5.35895766
LIPN,4.76858678,5.246207068,5.147420963,4.994418522,4.835654854,5.073679062,4.63865882,4.829403811,5.087118419,5.35376344,4.9394976,5.143842285,5.408829666,4.804481645,4.331833679,4.54771405,5.195701646,4.634355517,4.4722927,4.788903999,4.798777779,4.674196703,4.894037829,4.632181791,4.446740046,4.689518975,4.866187272,5.086829334,4.98884271,5.007922811,4.624958566,4.379309879,4.673959789,5.001677113,4.676161883,4.972972285,5.10211909,4.831436187,4.903478872,5.003115608,5.055050381,4.89120349,5.232185398
HTR3E,4.427846369,4.152454407,4.98433318,4.727548535,4.090505167,4.526362154,4.748407422,4.411807017,4.566370368,4.849791426,4.072835803,4.974820912,4.505872919,4.066643541,4.595045949,3.787056302,4.818898529,4.732874969,5.032693766,4.703649577,4.266433138,4.545075817,4.660734855,5.124530595,4.933435017,4.776977093,4.749852382,4.539877943,4.9722156,4.886776271,4.356598092,4.692812341,4.585762781,4.548233813,4.486632303,4.682496371,4.693639527,4.751774152,4.991819483,4.786470633,5.014139289,4.251157833,4.447246206
DIRAS3,6.142461819,5.792379972,5.999237328,5.752992661,5.756767369,5.714623165,5.520632725,5.621961382,5.773340094,5.853516606,5.651595799,5.994482249,5.564450025,5.477883117,5.937420217,5.546878981,6.002731733,6.170675694,5.542840043,6.120812449,5.656686985,5.528884559,5.532202617,5.691730846,5.463263141,5.443491018,6.149244652,5.672004483,5.593547944,5.779217158,6.075037138,5.474596144,5.670718684,5.863587461,5.449978767,6.059729139,5.476247729,5.834927618,5.85412693,6.603184902,5.602848669,5.985038615,5.774727665
KLC1,7.687208583,7.364191557,7.751495809,7.540809606,7.655306143,7.513446784,7.031478573,7.628028213,7.60775519,7.266371742,7.331333673,7.430953731,7.396368036,7.474839899,7.421322716,7.483522461,7.797296529,8.172921054,7.91306218,7.726674514,7.687438113,7.523341429,7.414924991,7.636503777,7.309949947,7.535840871,7.650009449,7.554246285,7.637000342,7.716388953,7.649698732,7.401743309,7.327875153,7.611295593,7.214792274,8.227877653,7.77517416,7.945482122,7.761410828,7.471438141,7.523987677,7.361117677,7.582642374
CYP11B2,4.592699531,4.467549215,4.807515862,4.345029936,4.858941998,4.338040515,4.376674883,4.664621439,4.41801082,4.951317986,4.797576776,4.325310694,4.974644513,4.736125317,3.885835022,4.882016536,4.029612288,4.520660033,4.362221441,4.279932598,4.239478205,4.269876019,4.572837671,3.897378972,4.207858612,4.107323624,4.548233813,4.754619752,4.529351316,4.686550961,4.272761833,4.115895911,4.48848148,4.605724097,4.060631221,4.054466897,4.61500634,4.409487391,4.513418366,4.25278388,3.921365074,4.470751379,4.421338863
PIGW,5.822900521,5.88875004,5.627217963,5.878392179,5.910791259,5.946183648,5.925269307,5.998254597,5.688981474,5.665236438,5.786125024,6.075452601,5.996243922,5.947037431,5.769084863,6.15354703,5.892426394,6.139369999,5.540554868,6.057275231,5.907068693,6.225373885,5.985249227,5.765053061,6.094362299,5.799172256,5.646480359,5.720786232,6.252718482,5.776701732,5.79200808,6.116218706,6.147421727,5.999173208,6.096491163,5.795128119,5.687969816,5.720240446,5.729775914,6.10586689,6.220449925,6.217887879,5.516177362
HSPA9,10.96213611,10.94812579,11.17253086,10.71846046,10.71147378,11.30329624,10.55378375,10.97217577,10.54370742,10.9944033,11.12513094,10.92832372,11.01731987,11.28025417,11.2187701,10.914461,10.67842014,11.56839578,11.41310457,10.95626859,11.1148488,11.36859248,11.06217372,11.29016123,11.11998235,10.84617321,10.76128752,11.30766483,11.081155,11.41787346,11.2283476,11.1459062,11.12388223,11.26465357,11.09020568,11.11615368,10.76433717,11.04953281,11.04829701,10.76643233,11.05076467,10.59625707,10.85596273
CA5A,3.993344561,3.408919901,3.733858668,4.569615627,4.19909264,3.849490311,3.8363434,3.995413878,3.774387293,3.946182237,4.402899839,3.735390301,3.565873245,4.037091311,4.224562094,4.695039341,3.762869611,4.064699645,3.941768046,3.872028178,4.137715229,3.93156376,3.89485024,4.697379143,3.679713159,4.01350374,3.908017709,4.337711658,4.307600289,3.883917323,3.932516209,3.882807747,3.845442499,4.008128549,4.038474207,4.222673473,3.94916715,3.733858668,3.865254703,4.567240525,3.709959207,4.07700044,3.584798838
KCNMB1,8.479978947,8.479344046,8.018216905,8.841567836,9.027591043,7.374712077,7.117081374,8.244084408,8.723764247,7.91958447,7.709887431,8.704925419,7.606405178,7.345244083,7.68213233,8.752076165,8.367679769,7.266545225,8.266139863,8.430760577,7.777081778,6.91153754,8.546053557,8.660899073,7.337240358,7.754107221,8.240156741,7.49423079,7.828201143,8.082015991,7.428681388,7.79888571,7.976734167,7.384199124,8.128982103,7.941518636,8.154643006,8.097963784,8.448913335,8.151581544,7.250514411,7.981027591,8.239573563
CASP9,6.710667401,6.47857996,6.530055881,6.814082166,6.317073147,6.389948483,6.718730564,6.429538089,6.414987865,6.703869303,6.753366817,6.68949271,6.729658295,6.785954158,6.784960552,6.899071348,7.0563825,6.223617765,6.104525299,6.797988513,6.449233182,6.790534356,6.895350984,6.537921763,7.001687388,6.534636829,7.075230915,6.776709505,6.793581574,6.672883213,6.725455103,6.765441497,6.436557858,6.327123559,6.529954563,6.174569247,6.678134501,5.879169641,6.48204427,6.508582405,6.335711243,6.869769411,6.596126525
TPD52L2,8.781315734,8.84730472,8.654553434,8.839778158,8.794803968,8.832482616,8.657499783,8.90690473,8.79541383,8.757262169,8.985480113,8.710460845,8.89854059,8.8571073,8.780404223,8.669827977,9.170942374,8.903705837,9.119772772,8.82783245,8.938749765,8.646286366,8.48417177,8.800770022,8.416574364,8.757848094,8.839161176,9.185483297,9.042399672,8.797598006,9.181968892,8.887091622,8.470800314,8.921094765,8.688622605,9.163766385,8.941578777,8.683701125,9.163374173,8.800059314,9.000297154,8.996361629,8.797955291
CDH3,5.232244622,5.246207068,5.394883948,5.773389342,6.526781749,5.285995301,4.535508291,5.80681263,5.73653875,5.852787855,5.375620664,5.718202616,4.380024864,5.009281968,5.152967041,5.846960639,4.996347913,4.757633321,4.709306495,5.266087567,5.212030541,4.946059713,7.026420977,5.16087582,7.550757611,5.566801588,5.012465513,4.740084484,5.050827709,5.03505988,4.692812341,5.297023291,7.239924243,4.765948433,4.537579038,4.504440796,4.967023192,4.928544974,5.199658094,4.960444152,4.9854811,4.957527616,6.493460359
TBC1D8B,6.947016998,6.722123647,7.440343496,7.585030719,7.266784862,7.368736255,7.770144153,6.811324885,7.506438338,6.939032487,6.963863602,7.288517065,7.541487307,7.371044968,7.329456937,7.598590682,7.074658103,7.461736196,7.538251616,6.730994869,7.255486242,7.43240104,7.677279194,7.331519822,7.729078445,7.14060868,6.795278053,6.780860991,6.934522244,7.311496678,6.840730016,6.631833601,7.219884336,7.610015629,7.637136335,6.995023331,7.080488582,7.528774388,7.146400002,7.366976209,6.623937131,7.138994675,6.554571121
CHIT1,5.39588667,4.594408835,4.951685118,5.201763434,4.947974138,4.63682101,4.511203875,5.174585541,4.728573221,5.166376539,4.148478376,4.978107366,4.974644513,5.080839067,4.966054775,4.636872303,5.184067768,5.139701969,5.209660744,5.227220523,5.110785252,5.019003263,5.01191983,5.686337094,4.879140657,4.842361552,5.01051431,5.449423427,5.272970025,5.381188646,5.395553682,5.276148525,5.080699542,4.990297857,5.363591432,5.28830595,5.26227084,4.934139023,5.034560586,5.0610234,5.406672348,5.308988925,4.846492678
NTS,4.788674404,5.555268735,4.90211808,5.029958742,5.746830824,4.664656892,4.741633009,4.972255493,5.290827702,5.737329105,5.091492966,5.436908647,4.789634591,4.795994177,5.302321033,5.381612252,4.881343052,4.380926025,4.828280435,4.524797242,4.804322605,4.54596103,4.884014539,4.483789313,4.796692304,4.856550263,5.474386191,4.710790541,4.624196314,4.494325985,4.511021151,5.10417098,4.958850345,4.752990116,4.809311855,4.767702948,4.653899863,4.816957231,5.039019155,4.771863501,4.756979898,6.105878219,6.069626568
PTGS1,8.01599984,8.715271176,8.880951956,8.75331339,8.650180073,8.276124076,8.80568606,8.696597177,9.343915248,8.71615775,9.0101086,8.841971377,9.349468655,8.758644667,8.478214346,8.586966864,8.357268414,8.15431163,7.882875288,7.747411838,8.653029926,8.448221978,8.103273258,8.713644211,8.554312148,8.498703516,8.43306075,8.096726891,8.587290273,8.4119622,7.679909387,8.321217452,8.250097178,8.16162039,8.800305963,8.504138939,8.536528541,8.2911654,8.276297009,8.336638446,9.080312297,8.486358682,8.641692498
DGUOK,10.16284002,10.08373468,10.16433697,10.26349085,10.16065586,10.14395895,10.23306308,10.20141685,10.34288599,10.19992532,10.12423394,10.31980755,10.10854759,9.943781774,9.828834951,10.34372844,10.2995417,10.09496213,10.05753723,10.29480721,10.12785572,10.21271253,10.35177311,10.04128529,10.03727888,10.26426439,10.29558174,10.03727888,10.26972458,10.08438187,10.22781078,10.49945556,9.978639853,9.710671936,10.10070775,10.13369044,10.09496213,9.875064054,9.84910521,10.18129925,10.02021369,10.26194127,9.976027539
KREMEN1,4.98563334,5.547034295,4.93238334,5.153933017,5.236385445,5.599828572,5.37225391,5.075681623,5.285645028,4.951317986,5.406389237,4.9838473,5.11751927,5.056110993,5.223011845,5.162287896,4.779243832,5.209991276,5.032005078,4.899162409,5.187963727,4.993035677,4.895720315,5.403395607,5.203299104,5.054781089,5.164924703,5.316872388,4.75682148,5.212713267,5.384745193,5.189420918,4.94902363,5.006173539,4.973730559,4.851917157,4.954730627,4.895720315,5.009254837,5.250007964,4.910427223,4.509371027,4.845018335
LEPR,6.719186918,6.96363344,7.900905408,6.028807731,5.920824432,8.102089359,6.262291129,6.403912842,5.747712478,5.782912632,7.319149525,5.942214957,6.049113687,7.146565956,7.475209331,6.135977361,5.822981316,7.907034298,7.957455653,5.821543712,8.09494717,7.016546466,6.014201422,8.585215726,5.881462485,5.901462909,6.114432767,7.355711122,5.915641908,7.856228169,7.733506328,5.869124884,5.769635876,8.362140951,7.397264692,8.579348479,6.911828414,8.917226492,8.029164922,5.846960639,7.396679591,5.438609834,5.608369869
DNAJB6,8.831205596,8.880404026,8.748617665,8.413656676,8.846595163,8.7385364,8.772554418,8.502501677,8.629418747,8.447466026,8.642783514,8.802031248,8.585250095,8.461446458,8.790022362,8.772028774,8.562089503,8.62184299,8.627025562,8.826124121,8.653360832,8.961410818,8.88842583,9.089485822,9.297731163,8.625307991,8.881846073,8.871208392,8.341041701,8.819351654,8.893661658,8.674845464,8.834720563,8.938813926,8.858371801,8.711027855,9.07799501,8.857265435,8.940506021,8.832006365,8.610687984,8.843740045,8.556501106
CHODL,4.95073323,5.50655636,4.807515862,5.421883843,5.47444203,5.467954332,5.14173541,5.512780894,5.386916237,4.527125237,5.309705597,5.239258897,5.226926493,5.334461811,5.386311934,5.200091873,5.432033422,5.703598243,5.330765316,5.081460426,5.258011028,5.2921802,5.064883121,5.516357611,5.399082024,5.396840346,5.386632254,5.01993441,4.61075612,5.130542772,5.327765038,5.015852905,5.008255979,5.386549384,4.938584023,4.703331166,5.1369386,5.254523358,5.642239857,5.233980062,5.245620179,5.430716781,5.461680195
ZNF804A,5.554139716,5.79002162,5.194000488,5.492491538,5.463120141,5.212588483,5.542759452,5.617709884,5.270923334,5.166376539,5.543160686,5.653592931,5.377458586,5.837781654,5.383333662,5.222561497,5.428707479,5.628054584,6.233479822,6.079972526,5.305334954,6.080792282,6.066080228,5.617240755,5.533673815,5.600992411,5.662013506,5.800573225,5.273641533,5.944444653,7.084779522,5.785601345,5.732328261,5.174688793,5.620034626,5.8417184,5.395734208,5.670152066,5.434495425,5.600388693,5.544934495,5.420982677,5.730970212
NOTCH2,5.352476529,5.200355276,5.361367668,4.727548535,5.47444203,5.484217122,5.295665667,5.574288876,5.311622815,5.378488827,5.406389237,5.293669536,4.718936095,5.529044322,5.634684358,5.222561497,5.473762582,5.223388959,4.989324467,5.346925397,5.238171051,5.384607587,5.618322936,5.55446915,5.445563317,5.310351768,5.374073987,5.257727351,5.220009677,5.399844042,5.259360305,5.340325143,5.318755898,5.242966733,5.525217258,5.457114233,5.440970629,5.34695366,5.32819155,5.176407403,5.431938299,5.529204404,5.61747165
AKR1C4,11.72415643,10.82767473,11.4711769,12.00969751,11.39137159,11.1148488,12.80287336,11.23518797,11.28728428,11.63183121,11.72595908,11.77448407,12.21211006,11.49231511,11.56173188,11.90338341,11.53473213,11.40379587,10.49227677,11.28728428,10.92601782,11.59217324,11.35502829,11.27611587,12.00066108,11.18305263,11.73156202,11.01369085,11.83177054,10.3945669,11.43472575,11.30182595,11.74261297,12.27810758,11.72228128,10.25203737,12.13906561,11.54657903,11.04322131,11.99157475,10.90530226,11.98299041,11.30329624
STK4,10.5878767,10.84617321,9.996247867,9.905441305,9.950045313,10.49719672,10.28935306,10.64887075,10.44303504,9.784772491,10.5684233,10.66570483,10.29480721,10.27203163,10.62094069,10.03859775,10.43625543,9.937915369,10.09781862,11.17519141,10.51113647,10.62671473,10.22629728,10.29558174,9.897095142,10.66965363,10.8828612,10.3770011,10.13444496,10.62671473,10.26659649,11.05200098,9.460748471,9.700484897,9.614608152,10.58311083,10.88750425,9.656295131,10.15762221,10.03111405,10.57583748,10.24745887,9.72796187
ARRDC3,7.613407818,7.569388306,7.78272839,7.638770382,7.053163373,7.723447987,6.854129782,7.164794832,7.431027019,6.68942597,7.145128055,7.212447753,7.537426384,7.185235429,7.352738477,7.055734379,7.179113677,7.908244575,7.790131482,7.909171621,7.307108195,7.603516106,7.263766434,7.433808281,7.229503293,6.686808541,7.416840395,7.422510062,7.42383133,7.865580314,8.319672759,6.771681374,7.110037855,7.533288624,8.059472473,7.840247444,8.039369697,7.980416321,8.091019732,8.124665201,7.647069348,7.755011783,6.566615038
MKKS,8.147478437,8.189968354,8.359876382,8.327717767,8.178326306,8.229861358,8.226788975,8.253700743,8.127110518,8.37705216,8.28380913,8.029202944,8.423158769,8.264912574,8.330690056,8.06099266,8.273198831,8.935617389,8.520014586,8.05011672,8.278187171,8.365315106,8.182026937,8.05005112,8.511122589,8.098818262,7.944907726,8.563925108,8.358818795,8.624714465,8.539876013,8.158577106,8.565220061,8.623372366,8.826940993,8.398017118,8.252188924,8.503645153,8.532561461,8.260483483,8.417140856,8.452934649,8.454615479
DNAJA3,8.951680603,9.375949118,9.382307456,9.094159341,9.269162529,9.59622933,9.135858487,9.229378474,9.030502585,9.191889083,9.373032893,9.350454295,9.083752376,9.410412314,9.359986092,8.918008134,9.147784461,9.769151216,9.801075951,9.165381961,9.37782076,9.192553337,9.171570329,9.27190054,9.079472181,9.052616536,8.823636068,9.493804201,9.275047908,9.51234836,9.569020556,9.193007754,9.895201561,9.730295279,9.485634971,9.90770682,9.585903969,9.304182884,9.681899389,9.028000199,9.498396926,8.930355137,9.528489584
TMC1,5.525217258,5.463495378,5.147420963,5.330403134,5.17478624,5.027922932,5.097985897,5.342669809,5.364444069,5.191301484,5.690096483,5.256729942,5.709451208,5.144635774,5.49747679,5.608783351,5.40352561,5.656257015,5.280803661,5.830953585,5.401290411,6.184243266,5.564945333,5.542729272,5.166147579,5.38758378,5.342222797,5.574615432,5.279097342,5.425257037,5.232335571,5.376778319,5.171110784,5.611180667,5.552545358,5.642035878,5.566341556,5.438339729,5.545499223,5.491335453,5.514525602,6.163757031,5.407920265
TLR5,8.200688224,7.851062876,8.246074131,7.565504773,7.323728671,7.560165056,7.097257505,7.515683939,7.816020056,7.510401462,7.368736255,7.870648297,7.508906917,7.32519348,7.669863263,7.544207307,8.594283577,7.484865546,8.263008365,8.0253744,8.279429716,7.639558111,7.578269026,7.627983789,6.739538232,7.854593592,8.443912487,7.881733042,7.80407386,7.918308326,7.625763208,8.112320893,7.260107675,7.106184588,7.356017767,8.164977711,7.780580608,7.686175579,7.726169562,7.871099944,7.850170097,7.970712512,7.375680294
PNMT,4.385354075,4.03171862,4.719656331,4.302002477,4.640239803,4.185822159,5.14173541,4.050906218,4.768291392,4.30541904,3.770019046,4.082077422,5.11751927,4.303325643,4.20204995,4.740789993,4.567856261,4.00017443,4.039990091,4.243722569,4.191191121,4.471824992,4.48582148,4.019739505,4.192009542,4.173237524,4.164757347,4.806118723,4.093081985,3.944750199,3.917747821,4.05592702,4.328284717,4.520531171,4.374269103,4.483553317,4.547420104,4.256941756,4.234306287,4.17978551,4.341944881,4.298538344,4.581545226
ZNF365,5.257065524,5.04561806,5.011190909,5.100831863,5.120598232,5.053965218,5.295665667,5.271022632,5.230393404,5.054319077,4.768419081,5.091626583,5.093575937,4.859332928,5.14671671,5.196017675,5.290438633,5.278201332,5.370746088,5.204267227,5.200202657,5.24331321,5.108493275,5.132937625,5.060802156,5.241615606,4.902557445,5.454239716,5.222557799,5.285888584,5.279398319,5.102152373,5.273985659,4.934117678,5.185674622,5.271560326,5.08613062,5.320144771,4.996189895,5.125105729,5.459250211,5.088030507,5.034038945
GTPBP3,7.751485941,8.090409796,7.959986225,7.778539751,7.623960078,8.16256384,7.836557882,7.764122414,7.62005092,7.493415571,8.109093481,8.184430402,7.925483099,8.175637791,8.08703131,7.744704015,7.650358227,8.325087811,8.169302605,8.092525349,8.133590164,7.795119946,7.447004164,8.239263954,7.402450527,8.151261693,7.820931351,7.867610631,8.035730317,7.50973839,8.105161247,8.088916631,7.748602307,8.060968428,7.613663495,8.327976102,8.159821315,8.011180389,7.939966281,7.515958413,8.005862713,7.709037774,7.93857976
SCGB1A1,5.400170117,5.329820454,5.325406213,5.421883843,5.52124966,5.484217122,5.568639375,6.121365988,5.492079601,5.450217981,5.805721062,5.500076749,5.972157426,5.202543424,5.653883126,5.439692303,5.33339054,5.121996706,5.063121113,5.823837358,5.560479475,6.049347067,5.460253835,5.517184927,5.663625959,5.397616132,5.542167212,5.535608381,5.700549027,5.724700999,5.631595491,5.013857314,5.448810517,5.450826533,5.16618105,5.570363792,5.536681404,5.515075891,5.361051346,5.201578131,5.703108481,5.96088319,5.577096144
EHBP1,8.991563698,9.172012551,8.811006317,8.818292589,8.685008891,8.893149127,8.368483312,8.907713981,8.604608006,8.930953687,8.778630544,8.859376249,8.614661671,8.82190232,8.795761078,8.998580364,8.485701915,8.76476274,9.030952906,8.734740298,9.159255975,8.501769704,8.443912487,9.060220491,7.881207377,8.684489675,8.606160462,7.985591515,8.59044466,8.861726239,8.816017224,8.632907603,8.247028868,8.595661791,8.620086697,8.695134268,8.866782668,8.899793625,8.821320123,8.370880238,9.019240802,8.688370163,8.584168854
MARK3,6.942537658,6.883731695,7.391769326,6.60507086,6.742689268,7.190352122,7.187466458,7.01449508,7.107498148,6.97457072,7.15839587,7.016917478,6.996654162,7.571962544,7.308589891,6.742412948,7.282821073,7.61894365,7.635079064,7.353786666,7.14456625,7.234191127,7.191640985,7.770725955,6.976525945,7.110276052,6.962074222,7.996890227,7.192723001,7.023118708,7.667619217,7.176309029,6.826059178,7.066706489,7.070316809,7.781168255,7.262678197,7.184582771,6.903323013,6.851650979,7.070566489,6.862156789,6.871382472
PEX1,7.116451715,7.071923555,6.892410966,7.018869047,6.891812792,7.289614493,7.28111342,6.982453932,6.771681374,7.114989179,7.25844707,7.180101021,7.401905484,7.113897869,7.200895917,7.012453399,7.087306438,7.409519195,7.116728936,7.118623943,7.285270136,7.451381527,7.497317195,7.193739684,7.521857048,6.809682411,6.927016504,7.134458426,7.312244781,7.022623192,7.296273487,7.079931535,7.393948932,7.843461338,7.609440078,7.225169205,7.346067753,7.216287629,7.454693025,7.424130312,7.358748663,7.315459563,7.342932913
SLC25A14,7.89852273,7.588774993,7.687241996,7.829518374,7.728927421,7.967788146,7.284771185,7.612000504,7.72935977,7.485806255,7.512810947,7.814971191,7.59043028,7.689790988,7.343069881,7.550504249,8.230168922,7.759534244,8.156763878,8.253526205,7.862974777,7.7186882,7.182333728,7.643912799,7.106448275,7.72994163,7.95157866,8.043606986,8.16407934,7.978309621,7.95157866,7.915059736,7.401082872,8.010345822,7.739892267,8.361820238,7.777946492,8.330186775,8.04329171,7.883800261,7.98437312,8.070126114,7.737607556
COL14A1,7.342932913,7.926061296,7.336698503,7.303345505,7.723604213,7.039314769,5.976826493,7.917405369,7.110156954,6.866518607,6.881698564,7.227469601,6.142601269,7.084906055,6.373652864,6.64236106,7.007047377,6.793307848,7.678482453,7.399794953,7.413757629,5.955574926,6.7275338,7.395316893,6.293406622,6.608447626,6.857592351,6.865938773,6.251081367,6.960326251,7.321519511,6.8020638,5.97929226,6.58285673,7.203518349,7.790131482,8.356008094,7.545766041,7.388180998,7.109752265,7.282055732,7.20148841,7.18318303
